,Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,Accession,Barcode 1,Barcode 2,RBP
121,DHX30_HepG2_ENCSR565DGW,DHX30_HepG2_ENCSR565DGW,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF618ASS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF342RNA.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF831CXB.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF827KOV.fastq.gz,ENCSR565DGW,A03,G07,DHX30
122,EIF3D_HepG2_ENCSR041NUV,EIF3D_HepG2_ENCSR041NUV,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF576RGH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF432GMP.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF024EQI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF957IOQ.fastq.gz,ENCSR041NUV,A03,G07,EIF3D
123,FASTKD2_HepG2_ENCSR023UHL,FASTKD2_HepG2_ENCSR023UHL,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF189FJO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF202HGO.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF128ROY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF761ZXY.fastq.gz,ENCSR023UHL,A03,G07,FASTKD2
124,GRSF1_HepG2_ENCSR668MJX,GRSF1_HepG2_ENCSR668MJX,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF015RNL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF632IKX.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF427GWM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF955NYU.fastq.gz,ENCSR668MJX,A03,G07,GRSF1
125,GRWD1_HepG2_ENCSR893NWB,GRWD1_HepG2_ENCSR893NWB,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF305DED.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF138IDT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF451BKG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF933DLG.fastq.gz,ENCSR893NWB,A03,G07,GRWD1
126,HLTF_HepG2_ENCSR647HOX,HLTF_HepG2_ENCSR647HOX,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF272ZVR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF816KHR.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF255ZCV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF150BXG.fastq.gz,ENCSR647HOX,A03,G07,HLTF
127,LSM11_HepG2_ENCSR135VMS,LSM11_HepG2_ENCSR135VMS,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF356BGH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF369YVX.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF004CIG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF754DEC.fastq.gz,ENCSR135VMS,A03,G07,LSM11
128,NIP7_HepG2_ENCSR361OCV,NIP7_HepG2_ENCSR361OCV,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF850JPJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF023VWU.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF260EIZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF427MET.fastq.gz,ENCSR361OCV,A03,G07,NIP7
129,NOL12_HepG2_ENCSR820DQJ,NOL12_HepG2_ENCSR820DQJ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF847HXV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF635VEP.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF241ABH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF906PLZ.fastq.gz,ENCSR820DQJ,A03,G07,NOL12
130,NOLC1_HepG2_ENCSR194HZU,NOLC1_HepG2_ENCSR194HZU,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF200IHY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF134DMB.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF656UJI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF091OGJ.fastq.gz,ENCSR194HZU,A03,G07,NOLC1
131,PPIG_HepG2_ENCSR097NEE,PPIG_HepG2_ENCSR097NEE,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF825NBG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF469MCT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF477APU.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF343FWV.fastq.gz,ENCSR097NEE,A03,G07,PPIG
132,QKI_HepG2_ENCSR570WLM,QKI_HepG2_ENCSR570WLM,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF974DXZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF702IDH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF540VOG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF180SZL.fastq.gz,ENCSR570WLM,A03,G07,QKI
133,RBM15_HepG2_ENCSR754NDA,RBM15_HepG2_ENCSR754NDA,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF314IKA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF882PYI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF923FKJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF869TEZ.fastq.gz,ENCSR754NDA,A03,G07,RBM15
134,SF3A3_HepG2_ENCSR331MIC,SF3A3_HepG2_ENCSR331MIC,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF337AFM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF370RMU.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF318QPN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF912UMI.fastq.gz,ENCSR331MIC,A03,G07,SF3A3
135,SSB_HepG2_ENCSR352STY,SSB_HepG2_ENCSR352STY,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF291AXK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF634ZXH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF527CYH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF120ZCK.fastq.gz,ENCSR352STY,A03,G07,SSB
136,SUGP2_HepG2_ENCSR506UPY,SUGP2_HepG2_ENCSR506UPY,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF126HSC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF598EKW.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF179OBF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF358YCG.fastq.gz,ENCSR506UPY,A03,G07,SUGP2
137,SUPV3L1_HepG2_ENCSR580MFX,SUPV3L1_HepG2_ENCSR580MFX,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF258APN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF708EUI.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF300RXV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF349HRX.fastq.gz,ENCSR580MFX,A03,G07,SUPV3L1
138,TBRG4_HepG2_ENCSR916SRV,TBRG4_HepG2_ENCSR916SRV,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF727FEM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF312KNQ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF669MVS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF718RWU.fastq.gz,ENCSR916SRV,A03,G07,TBRG4
139,U2AF2_HepG2_ENCSR202BFN,U2AF2_HepG2_ENCSR202BFN,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF156ZDE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF939YLN.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF912MAK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF440IJI.fastq.gz,ENCSR202BFN,A03,G07,U2AF2
140,UCHL5_HepG2_ENCSR490IEE,UCHL5_HepG2_ENCSR490IEE,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF196BNM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF269WBT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF007BPN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF769IXL.fastq.gz,ENCSR490IEE,A03,G07,UCHL5
141,UTP18_HepG2_ENCSR488JKQ,UTP18_HepG2_ENCSR488JKQ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF811ZGE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF812WIZ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF117YFR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF019ITV.fastq.gz,ENCSR488JKQ,A03,G07,UTP18
142,WDR43_HepG2_ENCSR085JPB,WDR43_HepG2_ENCSR085JPB,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF274FAE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF535EYW.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF577MTW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF291FNE.fastq.gz,ENCSR085JPB,A03,G07,WDR43
143,XPO5_HepG2_ENCSR921SXC,XPO5_HepG2_ENCSR921SXC,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF161GQY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF491CRL.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF172XZS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF989AWZ.fastq.gz,ENCSR921SXC,A03,G07,XPO5
144,XRN2_HepG2_ENCSR655NZA,XRN2_HepG2_ENCSR655NZA,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF147FKV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF947NEA.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF470XOZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF184DUX.fastq.gz,ENCSR655NZA,A03,G07,XRN2
145,YBX3_HepG2_ENCSR735HOK,YBX3_HepG2_ENCSR735HOK,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF706KON.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF798TFX.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF428UJW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF594XZD.fastq.gz,ENCSR735HOK,A03,G07,YBX3
146,ZC3H11A_HepG2_ENCSR907GUB,ZC3H11A_HepG2_ENCSR907GUB,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF612GEW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF854LFS.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF824KNR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF481WSB.fastq.gz,ENCSR907GUB,A03,G07,ZC3H11A
147,BUD13_HepG2_ENCSR830BSQ,BUD13_HepG2_ENCSR830BSQ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF908SIL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF582HAW.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF793PYD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF201ZNG.fastq.gz,ENCSR830BSQ,A04,F05,BUD13
148,CSTF2T_HepG2_ENCSR919HSE,CSTF2T_HepG2_ENCSR919HSE,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF094OOZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF895RAR.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF860GJP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF313BCR.fastq.gz,ENCSR919HSE,A04,F05,CSTF2T
149,FXR2_HepG2_ENCSR973HOJ,FXR2_HepG2_ENCSR973HOJ,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF052EKD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF160EHF.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF074OYO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF034XGK.fastq.gz,ENCSR973HOJ,A04,F05,FXR2
150,G3BP1_HepG2_ENCSR721HPX,G3BP1_HepG2_ENCSR721HPX,HepG2,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF483ETG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF574CCO.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF486NTL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF065SWB.fastq.gz,ENCSR721HPX,A04,F05,G3BP1
