Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,RBP,CLIP_barcode_1,CLIP_barcode_2,Accession,CLIP_fastq_1,CLIP_fastq_2,Input_fastq_1,Input_fastq_2
FUBP3_K562_474,FUBP3_K562_474,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,FUBP3,A03,G07,474,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/474_CLIP_S42_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/474_CLIP_S42_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.474_INPUT_S43_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.474_INPUT_S43_1.NIL.r2.fq.gz
FUBP3_K562_474,FUBP3_K562_474,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,FUBP3,A04,F05,474,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/474_CLIP_S42_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/474_CLIP_S42_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.474_INPUT_S43_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.474_INPUT_S43_1.NIL.r2.fq.gz
DNAJC21_K562_673,DNAJC21_K562_673,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,DNAJC21,A03,G07,673,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/673_CLIP_S38_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/673_CLIP_S38_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.673_INPUT_S37_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.673_INPUT_S37_1.NIL.r2.fq.gz
DNAJC21_K562_673,DNAJC21_K562_673,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,DNAJC21,A04,F05,673,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/673_CLIP_S38_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/673_CLIP_S38_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.673_INPUT_S37_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.673_INPUT_S37_1.NIL.r2.fq.gz
EEF2_K562_599,EEF2_K562_599,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,EEF2,A03,G07,599,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/599_CLIP_S7_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/599_CLIP_S7_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.599_INPUT_S8_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.599_INPUT_S8_1.NIL.r2.fq.gz
EEF2_K562_599,EEF2_K562_599,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,EEF2,A04,F05,599,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/599_CLIP_S7_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/599_CLIP_S7_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.599_INPUT_S8_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.599_INPUT_S8_1.NIL.r2.fq.gz
IGF2BP3_K562_715,IGF2BP3_K562_715,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,IGF2BP3,A03,G07,715,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/715_CLIP_S70_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/715_CLIP_S70_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.715_INPUT_S69_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.715_INPUT_S69_1.NIL.r2.fq.gz
IGF2BP3_K562_715,IGF2BP3_K562_715,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,IGF2BP3,A04,F05,715,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/715_CLIP_S70_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/715_CLIP_S70_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.715_INPUT_S69_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.715_INPUT_S69_1.NIL.r2.fq.gz
NUFIP2_K562_718,NUFIP2_K562_718,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,NUFIP2,A03,G07,718,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/718_CLIP_S72_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/718_CLIP_S72_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.718_INPUT_S71_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.718_INPUT_S71_1.NIL.r2.fq.gz
NUFIP2_K562_718,NUFIP2_K562_718,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,NUFIP2,A04,F05,718,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/718_CLIP_S72_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/718_CLIP_S72_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.718_INPUT_S71_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.718_INPUT_S71_1.NIL.r2.fq.gz
TRNAU1AP_K562_720,TRNAU1AP_K562_720,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A03_G07.fasta,TRNAU1AP,A03,G07,720,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/720_CLIP_S76_1.A03_G07.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/720_CLIP_S76_1.A03_G07.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.720_INPUT_S75_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.720_INPUT_S75_1.NIL.r2.fq.gz
TRNAU1AP_K562_720,TRNAU1AP_K562_720,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab4/software/skipper/1.99.0/examples/inputs/InvRiL19.fasta,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab5/encode/processing/rerun_failed/adapters/A04_F05.fasta,TRNAU1AP,A04,F05,720,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/720_CLIP_S76_2.A04_F05.demuxed.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/merged_fastqs/720_CLIP_S76_2.A04_F05.demuxed.r2.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.720_INPUT_S75_1.NIL.r1.fq.gz,/tscc/nfs/home/bay001/projects/encode/temporary_data/demuxed_fastqs/failed.720_INPUT_S75_1.NIL.r2.fq.gz
